i,should_take,took,subject,session,rep
4902,2.9916,2.9935754,s035,3,14
4903,2.5939,2.5956919000000003,s035,3,15
4904,2.3609,2.3630065,s035,3,16
4905,2.7011,2.7033518,s035,3,17
4906,1.885,1.8867361,s035,3,18
4907,2.678,2.679742,s035,3,19
4908,2.4729,2.4748331,s035,3,20
4909,2.3091,2.3110622,s035,3,21
4910,2.1304,2.1323608,s035,3,22
4911,2.0547,2.0566987,s035,3,23
4912,2.8708,2.8727998,s035,3,24
4913,2.9584,2.9603695,s035,3,25
4914,1.9825,1.9844386,s035,3,26
4915,2.0821,2.0840353,s035,3,27
4916,2.0573,2.0595328,s035,3,28
4917,2.5127,2.5145024,s035,3,29
4918,1.9196,1.921655,s035,3,30
4919,2.4888,2.4907097,s035,3,31
4920,2.5579,2.5602693,s035,3,32
4921,2.0676,2.0693152,s035,3,33
4922,2.3444,2.3463079000000002,s035,3,34
4923,2.3372,2.3388439,s035,3,35
4924,2.6433999999999997,2.6454696,s035,3,36
4925,2.2608,2.262614,s035,3,37
4926,2.0507,2.0527101,s035,3,38
4927,2.3091,2.311332,s035,3,39
4928,3.2607,3.2626667,s035,3,40
4929,1.9411,1.9425214,s035,3,41
4930,2.5127,2.5143691,s035,3,42
4931,2.373,2.375113,s035,3,43
4932,2.5877,2.5895426,s035,3,44
4933,1.8353000000000002,1.8368666999999999,s035,3,45
4934,1.8763999999999998,1.8784794,s035,3,46
4935,2.5464,2.5484649,s035,3,47
4936,2.0875,2.0893757,s035,3,48
4937,2.0862,2.0878791,s035,3,49
4938,2.1307,2.1324409,s035,3,50
4939,3.0936,3.0955246,s035,4,1
4940,2.0885,2.0900948,s035,4,2
4941,2.3486000000000002,2.3503891,s035,4,3
4942,2.8993,2.9011043,s035,4,4
4943,2.2225,2.2241325,s035,4,5
4944,2.873,2.8745125,s035,4,6
4945,2.0712,2.0729458,s035,4,7
4946,2.2548,2.2565337,s035,4,8
4947,2.6125,2.6145263,s035,4,9
4948,3.4581,3.4600072,s035,4,10
4949,2.149,2.1512233,s035,4,11
4950,2.8609999999999998,2.8627689,s035,4,12
4951,2.7785,2.7805739000000003,s035,4,13
4952,2.09,2.0917939,s035,4,14
4953,2.0242,2.0261984,s035,4,15
4954,2.1921,2.1939168000000002,s035,4,16
4955,1.9354,1.9371064,s035,4,17
4956,3.2566,3.2584816,s035,4,18
4957,2.6065,2.6083233999999997,s035,4,19
4958,1.8735,1.8753115,s035,4,20
4959,1.8726,1.8744789,s035,4,21
4960,2.1189,2.1208302,s035,4,22
4961,2.4638999999999998,2.4657428,s035,4,23
4962,4.3319,4.3338137,s035,4,24
4963,2.5702,2.5721871,s035,4,25
4964,1.9594,1.9613854,s035,4,26
4965,2.183,2.1852501,s035,4,27
4966,4.2112,4.2130387,s035,4,28
4967,1.8936,1.8959228000000001,s035,4,29
4968,2.6336,2.635053,s035,4,30
4969,2.1219,2.1236501,s035,4,31
4970,1.8773,1.8789405000000001,s035,4,32
4971,2.6026,2.6042545,s035,4,33
4972,2.7077999999999998,2.7098691,s035,4,34
4973,2.5162,2.5178767,s035,4,35
4974,2.2645,2.2662858,s035,4,36
4975,2.2354,2.2371533,s035,4,37
4976,3.517,3.5191642,s035,4,38
4977,2.3692,2.37117,s035,4,39
4978,2.4288,2.4307881,s035,4,40
4979,2.8623,2.8643463000000002,s035,4,41
4980,2.2372,2.2389802,s035,4,42
4981,2.1202,2.1220489,s035,4,43
4982,2.2331,2.2349875,s035,4,44
4983,2.1955,2.1973737,s035,4,45
4984,2.2773,2.2792012,s035,4,46
4985,2.1286,2.1300801,s035,4,47
4986,2.1606,2.1626145,s035,4,48
4987,2.0319,2.0337937,s035,4,49
4988,2.6624,2.6641432,s035,4,50
4989,2.6586,2.66015,s035,5,1
4990,2.1801,2.181857,s035,5,2
4991,2.6571,2.6590160000000003,s035,5,3
4992,2.1205,2.1225206,s035,5,4
4993,1.9564,1.9582500999999999,s035,5,5
4994,2.1307,2.132385,s035,5,6
4995,1.9026,1.9044333,s035,5,7
4996,2.2312,2.2328684,s035,5,8
4997,2.1074,2.1093406,s035,5,9
4998,1.859,1.8610531,s035,5,10
4999,2.1174,2.1192368,s035,5,11
5000,1.8213,1.8230838999999999,s035,5,12
5001,2.217,2.2189377,s035,5,13
5002,2.0853,2.0871313,s035,5,14
5003,1.9226,1.9244474999999999,s035,5,15
5004,2.6459,2.6476631,s035,5,16
5005,1.9483000000000001,1.9501553,s035,5,17
5006,2.3259,2.327789,s035,5,18
5007,2.074,2.0757894,s035,5,19
5008,3.0077,3.0094911,s035,5,20
5009,1.8247,1.8263163,s035,5,21
5010,3.8067,3.8085469,s035,5,22
5011,1.9912,1.9929826,s035,5,23
5012,2.7212,2.7231833,s035,5,24
5013,2.0238,2.0254827,s035,5,25
5014,2.0941,2.0962175,s035,5,26
5015,1.9367999999999999,1.9387697,s035,5,27
5016,1.8771,1.8787237,s035,5,28
5017,1.802,1.8035700000000001,s035,5,29
5018,1.8508,1.8526175,s035,5,30
5019,2.2545,2.2566572,s035,5,31
5020,1.8618000000000001,1.8638529,s035,5,32
5021,2.29,2.2920625,s035,5,33
5022,2.1548,2.1567975,s035,5,34
5023,2.1218,2.1238044,s035,5,35
5024,5.6788,5.68073,s035,5,36
5025,1.8345,1.836474,s035,5,37
5026,1.9247,1.9267444,s035,5,38
5027,1.7584,1.7605686,s035,5,39
5028,3.8997,3.9017163999999998,s035,5,40
5029,1.9541,1.9558778,s035,5,41
5030,2.0464,2.0483982,s035,5,42
5031,2.3314,2.3332041,s035,5,43
5032,1.7559,1.7574545000000001,s035,5,44
5033,2.1451000000000002,2.1469808,s035,5,45
5034,1.7854,1.7873617,s035,5,46
5035,2.5213,2.5230714,s035,5,47
5036,2.3119,2.314111,s035,5,48
5037,1.9668,1.9690832999999999,s035,5,49
5038,2.8177,2.8198391000000003,s035,5,50
5039,2.143,2.1451199,s035,6,1
5040,1.8981,1.9001257,s035,6,2
5041,2.0284,2.0302103,s035,6,3
5042,1.9435,1.9457376,s035,6,4
5043,2.445,2.4471465,s035,6,5
5044,2.3764,2.378287,s035,6,6
5045,2.3341,2.3360329,s035,6,7
5046,2.285,2.2868594,s035,6,8
5047,2.1652,2.1670412,s035,6,9
5048,2.2938,2.2957726,s035,6,10
5049,2.4106,2.4124670999999998,s035,6,11
5050,2.3578,2.359767,s035,6,12
5051,2.2323,2.2343288,s035,6,13
5052,1.9268,1.9286695,s035,6,14
5053,2.1213,2.123045,s035,6,15
5054,1.8573,1.8592872,s035,6,16
5055,1.9541,1.9560657,s035,6,17
5056,2.1337,2.1356503,s035,6,18
5057,2.0623,2.0638103,s035,6,19
5058,2.841,2.8429915,s035,6,20
5059,1.8325,1.8339804,s035,6,21
5060,2.371,2.3727879,s035,6,22
5061,1.8237,1.8254310999999999,s035,6,23
5062,1.7262,1.7281848,s035,6,24
5063,1.5687,1.5704405000000001,s035,6,25
5064,2.4839,2.4855359,s035,6,26
5065,1.7921,1.794238,s035,6,27
5066,2.0125,2.0140427,s035,6,28
5067,3.6931000000000003,3.6950177,s035,6,29
5068,2.0838,2.0853198,s035,6,30
5069,1.9637,1.9654970999999999,s035,6,31
5070,2.2921,2.2939506,s035,6,32
5071,1.8859,1.8878023000000002,s035,6,33
5072,1.8803999999999998,1.8820972,s035,6,34
5073,2.0227,2.0245603,s035,6,35
5074,2.2058,2.2078633,s035,6,36
5075,1.9647000000000001,1.9665078,s035,6,37
5076,1.8291,1.8310583,s035,6,38
5077,1.8077999999999999,1.8097465000000001,s035,6,39
5078,1.9367,1.9382701,s035,6,40
5079,1.8564,1.8584538,s035,6,41
5080,2.1295,2.1314903,s035,6,42
5081,2.5623,2.5643171000000002,s035,6,43
5082,1.7532,1.7550048999999999,s035,6,44
5083,1.9115,1.9132684,s035,6,45
5084,2.0851,2.0868517,s035,6,46
5085,2.3339,2.335451,s035,6,47
5086,1.8735,1.8751986999999999,s035,6,48
5087,1.9773,1.9789029,s035,6,49
5088,1.9077,1.9096243,s035,6,50
5089,2.7521,2.7540345999999998,s035,7,1
5090,2.2819,2.2836157999999998,s035,7,2
5091,2.4488,2.4503966,s035,7,3
5092,2.1409,2.1431613,s035,7,4
5093,3.0729,3.0767322,s035,7,5
5094,2.0228,2.0243759,s035,7,6
5095,2.4059,2.4077024,s035,7,7
5096,2.0502,2.0520052,s035,7,8
5097,1.8639999999999999,1.8658212,s035,7,9
5098,1.8826,1.8844212,s035,7,10
5099,2.0715,2.0730138,s035,7,11
5100,1.8317999999999999,1.8336538999999998,s035,7,12
5101,2.0025,2.0045098,s035,7,13
5102,1.6789,1.6808842,s035,7,14
5103,1.7839,1.78563,s035,7,15
5104,2.4322,2.434195,s035,7,16
5105,1.7642,1.7663215,s035,7,17
5106,4.0635,4.065489,s035,7,18
5107,2.0678,2.0695507,s035,7,19
5108,2.3363,2.3381287,s035,7,20
5109,1.863,1.8648471,s035,7,21
5110,1.8423,1.8441996999999999,s035,7,22
5111,2.1678,2.1694784,s035,7,23
5112,1.8748,1.8765030999999999,s035,7,24
5113,2.2786,2.2804194,s035,7,25
5114,1.8326,1.8344003,s035,7,26
5115,2.0184,2.0199727,s035,7,27
5116,2.4537,2.4555268,s035,7,28
5117,1.7247,1.7266575,s035,7,29
5118,1.8115,1.8136120999999998,s035,7,30
5119,1.9722,1.9743258,s035,7,31
5120,2.014,2.0156115,s035,7,32
5121,1.7809,1.7828819,s035,7,33
5122,2.4394,2.4414015,s035,7,34
5123,1.7094,1.7112684,s035,7,35
5124,1.9814,1.9832043000000001,s035,7,36
5125,1.858,1.8596488,s035,7,37
5126,1.8505,1.8520477,s035,7,38
5127,1.7092,1.7111957,s035,7,39
5128,2.243,2.245066,s035,7,40
5129,2.3362,2.338148,s035,7,41
5130,1.7311999999999999,1.7327984,s035,7,42
5131,1.8252000000000002,1.8269389999999999,s035,7,43
5132,2.0017,2.0037382,s035,7,44
5133,1.8054000000000001,1.8073229,s035,7,45
5134,2.6439,2.6457127,s035,7,46
5135,1.9348999999999998,1.9369624,s035,7,47
5136,1.8551,1.8567499,s035,7,48
5137,1.9162,1.9180814000000002,s035,7,49
5138,1.7915999999999999,1.7934272999999998,s035,7,50
5139,3.9572000000000003,3.9588099,s035,8,1
5140,1.738,1.7398365,s035,8,2
5141,1.8944,1.8961136,s035,8,3
5142,2.9243,2.9263782000000003,s035,8,4
5143,2.0045,2.0064312,s035,8,5
5144,1.8481,1.8498048,s035,8,6
5145,2,2.0018095,s035,8,7
5146,1.8708,1.8725986,s035,8,8
5147,2.8689999999999998,2.8709715,s035,8,9
5148,1.7833,1.785088,s035,8,10
5149,1.8265,1.8281916,s035,8,11
5150,1.7356,1.7373165,s035,8,12
5151,1.7094,1.7115339999999999,s035,8,13
5152,1.9377,1.9397774,s035,8,14
5153,1.8048,1.8063284,s035,8,15
5154,1.7454,1.7472886,s035,8,16
5155,2.302,2.3037194,s035,8,17
5156,1.7721,1.7737878,s035,8,18
5157,1.9526,1.9544925,s035,8,19
5158,1.6522999999999999,1.6543025,s035,8,20
5159,1.9992,2.0009241,s035,8,21
5160,1.7378,1.7394539,s035,8,22
5161,2.0577,2.0592881,s035,8,23
5162,2.0926,2.0944049,s035,8,24
5163,1.8687,1.8704041999999999,s035,8,25
5164,1.8275000000000001,1.8291418,s035,8,26
5165,1.5933000000000002,1.5947485000000001,s035,8,27
5166,1.7919,1.7937756999999999,s035,8,28
5167,2.7147,2.7167295,s035,8,29
5168,1.6512,1.6529009000000001,s035,8,30
5169,1.7298,1.731495,s035,8,31
5170,1.8485,1.8504573,s035,8,32
5171,2.7542999999999997,2.7560476,s035,8,33
5172,2.0353,2.0371825,s035,8,34
5173,3.0712,3.0731557,s035,8,35
5174,1.9915,1.9930671,s035,8,36
5175,1.9887000000000001,1.9907202000000002,s035,8,37
5176,2.0143,2.0159076,s035,8,38
5177,1.7107999999999999,1.7126441,s035,8,39
5178,2.0436,2.0453863,s035,8,40
5179,1.9243999999999999,1.9260812999999999,s035,8,41
5180,3.0712,3.0729669,s035,8,42
5181,2.0323,2.0339585,s035,8,43
5182,1.8857,1.8876426,s035,8,44
5183,2.1636,2.1653448,s035,8,45
5184,1.8847,1.8864632000000001,s035,8,46
5185,1.8215,1.8233319,s035,8,47
5186,1.9098000000000002,1.9116800999999999,s035,8,48
5187,1.794,1.7960246,s035,8,49
5188,1.8439,1.8455025,s035,8,50
5189,11.779,11.7813031,s036,1,1
5190,8.8493,8.8514875,s036,1,2
5191,9.0717,9.0739296,s036,1,3
5192,10.3383,10.3405556,s036,1,4
5193,8.2846,8.2869661,s036,1,5
5194,9.9389,9.9412214,s036,1,6
5195,9.9714,9.9738048,s036,1,7
5196,9.8375,9.8396066,s036,1,8
5197,6.0782,6.0806794,s036,1,9
5198,7.6101,7.6122874,s036,1,10
5199,5.8187999999999995,5.8210705,s036,1,11
5200,7.4669,7.4690768,s036,1,12
5201,7.1374,7.1396438,s036,1,13
5202,5.8073,5.8095594,s036,1,14
5203,7.454,7.4564932,s036,1,15
5204,6.9693000000000005,6.9716109,s036,1,16
5205,8.3988,8.4011026,s036,1,17
5206,4.8026,4.8046467,s036,1,18
5207,5.3149,5.3170675,s036,1,19
5208,5.7632,5.7653209,s036,1,20
5209,11.3619,11.3640963,s036,1,21
5210,8.0896,8.0921232,s036,1,22
5211,14.3515,14.353565,s036,1,23
5212,11.2079,11.2102162,s036,1,24
5213,5.5517,5.5536604,s036,1,25
5214,6.4137,6.4159657,s036,1,26
5215,5.354,5.3562914,s036,1,27
5216,7.7299,7.7320667,s036,1,28
5217,5.8228,5.8247823,s036,1,29
5218,8.913,8.9153524,s036,1,30
5219,6.0517,6.0540666,s036,1,31
5220,6.4212,6.4234814,s036,1,32
5221,8.5208,8.5234054,s036,1,33
5222,13.0558,13.0581181,s036,1,34
5223,5.2527,5.2549785,s036,1,35
5224,5.1525,5.1545933999999995,s036,1,36
5225,5.9403,5.9426927,s036,1,37
5226,5.1377,5.1397209,s036,1,38
5227,4.9245,4.9266859,s036,1,39
5228,6.9821,6.9847298,s036,1,40
5229,6.4299,6.4323398,s036,1,41
5230,11.2541,11.256465,s036,1,42
5231,7.1166,7.1189564,s036,1,43
5232,12.1625,12.1645207,s036,1,44
5233,7.8945,7.8969109,s036,1,45
5234,6.8153,6.8176008,s036,1,46
5235,12.1741,12.1766465,s036,1,47
5236,7.3,7.3022894,s036,1,48
5237,8.7388,8.741206,s036,1,49
5238,4.8451,4.8473295,s036,1,50
5239,6.7572,6.7593456,s036,2,1
5240,7.0066,7.0087236,s036,2,2
5241,5.2832,5.2853242,s036,2,3
5242,6.1679,6.1699962,s036,2,4
5243,4.8777,4.8801261,s036,2,5
5244,6.8797,6.8819444,s036,2,6
5245,6.1101,6.1124558,s036,2,7
5246,7.1219,7.12411,s036,2,8
5247,6.464,6.4661688999999996,s036,2,9
5248,7.111,7.1136663,s036,2,10
5249,5.1362,5.138364,s036,2,11
5250,5.3972999999999995,5.3995036,s036,2,12
5251,5.6695,5.6716334,s036,2,13
5252,5.3808,5.3830389,s036,2,14
5253,4.7286,4.7307125,s036,2,15
5254,4.6513,4.653586,s036,2,16
5255,4.4907,4.492747,s036,2,17
5256,5.5334,5.5355092,s036,2,18
5257,6.4136,6.4160035,s036,2,19
5258,5.6334,5.6354776,s036,2,20
5259,7.506,7.5082201,s036,2,21
5260,5.818,5.8200227,s036,2,22
5261,4.8306000000000004,4.832874,s036,2,23
5262,5.9103,5.9125751,s036,2,24
5263,5.177,5.1788697,s036,2,25
5264,4.9758,4.9782863,s036,2,26
5265,4.1354,4.1372891,s036,2,27
5266,4.3251,4.3274116,s036,2,28
5267,4.7452,4.7472002,s036,2,29
5268,4.5024999999999995,4.5046397,s036,2,30
5269,4.733,4.7351156,s036,2,31
5270,4.5613,4.5635317,s036,2,32
5271,4.9264,4.9285537999999995,s036,2,33
5272,6.3487,6.3507524,s036,2,34
5273,8.3473,8.34927,s036,2,35
5274,3.9807,3.9826836,s036,2,36
5275,4.0819,4.0840318,s036,2,37
5276,4.1812,4.1831055,s036,2,38
5277,4.6611,4.6631599,s036,2,39
5278,4.2253,4.2274211,s036,2,40
5279,4.3773,4.3792588,s036,2,41
5280,3.8273,3.8291528,s036,2,42
5281,4.9277,4.9298625000000005,s036,2,43
5282,4.5184999999999995,4.5207073,s036,2,44
5283,4.143,4.1456079,s036,2,45
5284,4.4996,4.501873,s036,2,46
5285,4.5437,4.545983,s036,2,47
5286,3.9899,3.9919475,s036,2,48
5287,4.1665,4.1685777999999996,s036,2,49
5288,5.1606,5.1625457,s036,2,50
5289,5.5969999999999995,5.5992624,s036,3,1
5290,7.5916,7.5938788,s036,3,2
5291,5.2774,5.2796173,s036,3,3
5292,5.7763,5.7786465,s036,3,4
5293,5.6165,5.6186144,s036,3,5
5294,7.1075,7.1095863,s036,3,6
5295,5.9435,5.9458833,s036,3,7
5296,4.9296,4.9320844,s036,3,8
5297,9.3753,9.3778338,s036,3,9
5298,5.0678,5.070115,s036,3,10
5299,6.4494,6.4518778,s036,3,11
5300,6.2266,6.2287145,s036,3,12
5301,5.7088,5.7111959,s036,3,13
5302,6.2602,6.2622076,s036,3,14
5303,7.0559,7.0583225,s036,3,15
5304,4.4172,4.4195536,s036,3,16
5305,4.7696,4.7716796,s036,3,17
5306,3.9434,3.945647,s036,3,18
5307,4.3784,4.3807211,s036,3,19
5308,4.9378,4.940226,s036,3,20
5309,6.5092,6.5118279,s036,3,21
5310,6.3556,6.3577188,s036,3,22
5311,6.3649000000000004,6.3674313,s036,3,23
5312,5.1574,5.1595288,s036,3,24
5313,4.2948,4.2971106,s036,3,25
5314,4.449,4.4509495,s036,3,26
5315,7.9859,7.9885535,s036,3,27
5316,4.89,4.8921102,s036,3,28
5317,5.2632,5.2652637,s036,3,29
5318,5.0969,5.0991,s036,3,30
5319,4.8685,4.8706788,s036,3,31
5320,5.0648,5.0673506,s036,3,32
5321,5.4987,5.5008122,s036,3,33
5322,4.9403,4.9422733,s036,3,34
5323,4.6569,4.6591417,s036,3,35
5324,6.216,6.2180488,s036,3,36
5325,6.2899,6.29245,s036,3,37
5326,7.51,7.5120416,s036,3,38
5327,4.3318,4.3340813,s036,3,39
5328,5.1164,5.118573,s036,3,40
5329,5.8552,5.8574825,s036,3,41
5330,4.7791,4.7813862,s036,3,42
5331,6.0205,6.0227129,s036,3,43
5332,5.7756,5.7776876,s036,3,44
5333,5.0012,5.0035103,s036,3,45
5334,5.6617,5.6637855,s036,3,46
5335,4.829,4.831185,s036,3,47
5336,4.9532,4.9551337,s036,3,48
5337,6.3708,6.3732368,s036,3,49
5338,4.8309999999999995,4.833018,s036,3,50
5339,6.5918,6.5940322,s036,4,1
5340,5.1779,5.1797994,s036,4,2
5341,10.1641,10.166522,s036,4,3
5342,6.5637,6.5657358,s036,4,4
5343,4.7349,4.7372163,s036,4,5
5344,4.9783,4.9801398,s036,4,6
5345,5.7407,5.7430391,s036,4,7
5346,5.7682,5.7707479,s036,4,8
5347,5.1671,5.1692617,s036,4,9
5348,5.5585,5.5607104,s036,4,10
5349,5.814,5.8161325,s036,4,11
5350,4.7495,4.7516415,s036,4,12
5351,7.7818000000000005,7.7844188,s036,4,13
5352,8.0917,8.0937822,s036,4,14
5353,4.9021,4.9045478,s036,4,15
5354,6.1682,6.17022,s036,4,16
5355,6.4059,6.4081573,s036,4,17
5356,5.3126999999999995,5.3150571,s036,4,18
5357,4.9411000000000005,4.943372,s036,4,19
5358,6.7539,6.7562289,s036,4,20
5359,6.5225,6.5248705000000005,s036,4,21
5360,5.5192,5.5213779,s036,4,22
5361,5.6492,5.6514717,s036,4,23
5362,4.6693999999999996,4.671616,s036,4,24
5363,7.1212,7.1233005,s036,4,25
5364,7.4497,7.4516622,s036,4,26
5365,4.5242,4.5267786,s036,4,27
5366,5.0663,5.0683994,s036,4,28
5367,4.4403,4.4424848,s036,4,29
5368,4.0836,4.0856929,s036,4,30
5369,4.2495,4.251949,s036,4,31
5370,4.0851,4.0872569,s036,4,32
5371,4.1938,4.1964416,s036,4,33
5372,4.0026,4.0046961,s036,4,34
5373,4.4841,4.4860038,s036,4,35
5374,4.6554,4.6575796,s036,4,36
5375,5.0224,5.0248526,s036,4,37
5376,6.2155,6.2176894,s036,4,38
5377,7.8731,7.8753466,s036,4,39
5378,4.4838000000000005,4.4860422,s036,4,40
5379,4.9799,4.9821015,s036,4,41
5380,6.6898,6.6922312,s036,4,42
5381,4.4768,4.4789597,s036,4,43
5382,6.9756,6.9778408,s036,4,44
5383,4.6868,4.6891846,s036,4,45
5384,6.3761,6.3783114,s036,4,46
5385,4.3213,4.3236276,s036,4,47
5386,4.6569,4.6590063,s036,4,48
5387,4.5322,4.5342203,s036,4,49
5388,5.4022,5.4043484,s036,4,50
5389,5.5695,5.572186,s036,5,1
5390,5.3079,5.309999,s036,5,2
5391,5.8781,5.8804459,s036,5,3
5392,5.1108,5.112861,s036,5,4
5393,5.1836,5.1859984,s036,5,5
5394,4.9583,4.9605169,s036,5,6
5395,5.6357,5.638157,s036,5,7
5396,4.3071,4.3094339,s036,5,8
5397,5.1788,5.1810602,s036,5,9
5398,5.8472,5.8493717,s036,5,10
5399,5.7756,5.7776463,s036,5,11
5400,5.8796,5.8820266,s036,5,12
5401,5.8864,5.888833,s036,5,13
5402,5.3153,5.3174958,s036,5,14
5403,4.3649000000000004,4.3672405,s036,5,15
5404,4.8426,4.8446881,s036,5,16
5405,4.3378,4.3402244,s036,5,17
5406,4.3615,4.3637877,s036,5,18
5407,4.4129,4.415317,s036,5,19
5408,4.2534,4.255307,s036,5,20
5409,4.4411,4.4433447,s036,5,21
5410,4.4506,4.4528348,s036,5,22
5411,4.4445,4.4464827,s036,5,23
5412,5.0223,5.0246774,s036,5,24
5413,5.0947,5.0968442,s036,5,25
5414,4.4404,4.442477,s036,5,26
5415,5.2279,5.2300246,s036,5,27
5416,6.4254,6.4276039,s036,5,28
5417,5.9297,5.9323112,s036,5,29
5418,4.6334,4.6353483,s036,5,30
5419,4.666,4.6682515,s036,5,31
5420,4.5748,4.5769197,s036,5,32
5421,5.1893,5.1915579,s036,5,33
5422,4.3412,4.3433671,s036,5,34
5423,4.9404,4.9427418,s036,5,35
5424,6.5445,6.5466991,s036,5,36
5425,4.8168,4.8191138,s036,5,37
5426,4.2088,4.2107864,s036,5,38
5427,4.3483,4.3504015,s036,5,39
5428,5.7085,5.7105093,s036,5,40
5429,5.2971,5.2993296,s036,5,41
5430,5.063,5.0650325,s036,5,42
5431,5.7981,5.8003362,s036,5,43
5432,5.6941,5.6964483999999995,s036,5,44
5433,5.1462,5.1484429,s036,5,45
5434,3.915,3.916889,s036,5,46
5435,3.7324,3.7347752,s036,5,47
5436,4.4984,4.5004532,s036,5,48
5437,4.3043,4.3064427,s036,5,49
5438,4.4996,4.5017438,s036,5,50
5439,4.8247,4.8268911,s036,6,1
5440,4.9348,4.9369557,s036,6,2
5441,4.475,4.4770038,s036,6,3
5442,4.5274,4.5296636,s036,6,4
5443,4.3454,4.3477682,s036,6,5
5444,4.7395,4.7417534,s036,6,6
5445,4.2711,4.2733929,s036,6,7
5446,4.4298,4.4323785,s036,6,8
5447,4.2254,4.2273819,s036,6,9
5448,4.2117,4.2136357,s036,6,10
5449,4.0147,4.0171311,s036,6,11
5450,4.2421,4.2442844,s036,6,12
5451,4.1487,4.1509618,s036,6,13
5452,4.0614,4.0635528,s036,6,14
5453,3.8613,3.8635946,s036,6,15
5454,3.9071,3.9090678,s036,6,16
5455,3.765,3.7673815,s036,6,17
5456,3.9332000000000003,3.9353179000000003,s036,6,18
5457,4.223,4.2251648,s036,6,19
5458,3.917,3.9192916,s036,6,20
5459,3.9677,3.9699423,s036,6,21
5460,3.8413,3.8436998,s036,6,22
5461,4.3638,4.3657167,s036,6,23
5462,3.9843,3.9864374,s036,6,24
5463,4.0348,4.0370655,s036,6,25
5464,4.0367,4.0389379,s036,6,26
5465,3.8455,3.8475927,s036,6,27
5466,4.1283,4.1302164,s036,6,28
5467,4.555,4.5572123,s036,6,29
5468,3.9409,3.9430569,s036,6,30
5469,4.5794,4.5816341000000005,s036,6,31
5470,4.624,4.6260549,s036,6,32
5471,4.4125,4.4147236,s036,6,33
5472,4.4366,4.438816,s036,6,34
5473,4.3401,4.3423588,s036,6,35
5474,4.1513,4.153203,s036,6,36
5475,4.0896,4.0917116,s036,6,37
5476,3.902,3.9039574999999997,s036,6,38
5477,3.8461,3.8484306999999998,s036,6,39
5478,4.0133,4.0154521,s036,6,40
5479,4.7812,4.7834959999999995,s036,6,41
5480,4.8881,4.890296,s036,6,42
5481,4.3158,4.3180013,s036,6,43
5482,4.1195,4.121426,s036,6,44
5483,4.314,4.3162732,s036,6,45
5484,4.5418,4.5441383,s036,6,46
5485,4.4104,4.4126502,s036,6,47
5486,4.0954,4.0974136,s036,6,48
5487,4.605,4.607175,s036,6,49
5488,4.64,4.6421492,s036,6,50
5489,4.8629999999999995,4.8653272,s036,7,1
5490,5.2318999999999996,5.2343005,s036,7,2
5491,4.3057,4.307927,s036,7,3
5492,4.4731,4.4749312,s036,7,4
5493,4.2352,4.2374839,s036,7,5
5494,4.166,4.1684863,s036,7,6
5495,4.2351,4.2373416,s036,7,7
5496,4.2239,4.226172,s036,7,8
5497,4.0366,4.0386761,s036,7,9
5498,4.0017,4.0039441,s036,7,10
5499,4.1089,4.1113168,s036,7,11
5500,4.1505,4.1523379,s036,7,12
5501,4.1117,4.1141024,s036,7,13
5502,4.0282,4.0306671,s036,7,14
5503,4.1769,4.1791119,s036,7,15
5504,4.0369,4.0390468,s036,7,16
5505,4.1605,4.1627603,s036,7,17
5506,6.6155,6.6176981,s036,7,18
5507,5.1852,5.1875587,s036,7,19
5508,4.514,4.5162387,s036,7,20
5509,4.4397,4.4417864,s036,7,21
5510,4.6606,4.6626088,s036,7,22
5511,4.2553,4.2575562,s036,7,23
5512,4.3518,4.3541146,s036,7,24
5513,4.354,4.3562712,s036,7,25
5514,4.4484,4.4506915,s036,7,26
5515,4.5044,4.5064712,s036,7,27
5516,4.5055,4.5076384,s036,7,28
5517,4.5161,4.5184543999999995,s036,7,29
5518,3.7673,3.7693099,s036,7,30
5519,4.0931,4.0952328,s036,7,31
5520,4.5533,4.5554746,s036,7,32
5521,4.0037,4.0061785,s036,7,33
5522,4.1413,4.1434855,s036,7,34
5523,4.1398,4.142114,s036,7,35
5524,4.6719,4.6741503,s036,7,36
5525,4.132,4.1342946,s036,7,37
5526,4.0378,4.0406006,s036,7,38
5527,4.4191,4.4211886,s036,7,39
5528,4.1372,4.1392526,s036,7,40
5529,4.562,4.5641936,s036,7,41
5530,4.4622,4.4641884,s036,7,42
5531,4.0073,4.0094965,s036,7,43
5532,4.4503,4.4524947,s036,7,44
5533,4.2566,4.2591578,s036,7,45
5534,4.4222,4.424311,s036,7,46
5535,4.3571,4.359166,s036,7,47
5536,4.2793,4.2812745,s036,7,48
5537,4.7461,4.7481198,s036,7,49
5538,4.3972,4.3994758,s036,7,50
5539,6.5729,6.575468,s036,8,1
5540,5.3269,5.3288684,s036,8,2
5541,6.9829,6.9851005,s036,8,3
5542,8.0971,8.0991782,s036,8,4
5543,6.3137,6.3160383,s036,8,5
5544,5.2388,5.2409658,s036,8,6
5545,8.505,8.5072538,s036,8,7
5546,6.9338,6.9362477,s036,8,8
5547,5.9463,5.948315,s036,8,9
5548,8.5735,8.575455,s036,8,10
5549,9.7202,9.7224599,s036,8,11
5550,6.9754000000000005,6.977768,s036,8,12
5551,5.4558,5.457952,s036,8,13
5552,7.3337,7.3360648,s036,8,14
5553,6.1797,6.1819171,s036,8,15
5554,5.9229,5.9250043,s036,8,16
5555,5.2943,5.296589,s036,8,17
